Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
ANANÁSZ,stimuli/scenes/088a.jpg,scene,1,stimuli/scenes/048a.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/048b.jpg,dist1,target,dist2,lure
KÖRTE,stimuli/scenes/040a.jpg,scene,0,stimuli/scenes/040a.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,stimuli/objects/002a.jpg,stimuli/objects/002b.jpg,target,lure,dist1,dist2
LOVAGLÁS,stimuli/objects/021a.jpg,object,0,stimuli/objects/021a.jpg,stimuli/objects/021b.jpg,stimuli/scenes/042b.jpg,stimuli/objects/021a.jpg,stimuli/scenes/042a.jpg,lure,dist2,target,dist1
KECSKE,stimuli/scenes/054a.jpg,scene,1,stimuli/scenes/064a.jpg,stimuli/objects/047b.jpg,stimuli/objects/047a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,dist2,dist1,target,lure
FECSKE,stimuli/scenes/004a.jpg,scene,0,stimuli/scenes/004a.jpg,stimuli/scenes/083b.jpg,stimuli/scenes/083a.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,dist2,dist1,lure,target
ZSÁLYA,stimuli/scenes/069a.jpg,scene,0,stimuli/scenes/069a.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/047b.jpg,target,lure,dist1,dist2
HENTES,stimuli/objects/033a.jpg,object,1,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/objects/091b.jpg,stimuli/objects/091a.jpg,stimuli/objects/015a.jpg,lure,dist2,dist1,target
TRIATLON,stimuli/objects/039a.jpg,object,2,stimuli/scenes/045a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/045a.jpg,stimuli/scenes/006a.jpg,dist2,lure,target,dist1
KARTON,stimuli/objects/047a.jpg,object,0,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/004b.jpg,stimuli/objects/047b.jpg,stimuli/objects/004a.jpg,target,dist2,lure,dist1
TIGRIS,stimuli/scenes/003a.jpg,scene,2,stimuli/objects/084a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/076b.jpg,stimuli/objects/084a.jpg,stimuli/scenes/076a.jpg,lure,dist2,target,dist1
KIRAKÓ,stimuli/scenes/032a.jpg,scene,0,stimuli/scenes/032a.jpg,stimuli/scenes/032a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/064b.jpg,target,dist1,lure,dist2
LÁNDZSA,stimuli/scenes/047a.jpg,scene,0,stimuli/scenes/047a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/047a.jpg,lure,dist1,dist2,target
RIBIZLI,stimuli/scenes/029a.jpg,scene,0,stimuli/scenes/029a.jpg,stimuli/scenes/029b.jpg,stimuli/objects/094a.jpg,stimuli/objects/094b.jpg,stimuli/scenes/029a.jpg,lure,dist1,dist2,target
PISZTRÁNG,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/objects/046b.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,stimuli/objects/046a.jpg,dist2,lure,target,dist1
MOCSÁR,stimuli/objects/036a.jpg,object,2,stimuli/scenes/079a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,target,lure,dist1,dist2
PETÁRDA,stimuli/scenes/023a.jpg,scene,0,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/023b.jpg,target,dist2,dist1,lure
PAPRIKA,stimuli/scenes/007a.jpg,scene,0,stimuli/scenes/007a.jpg,stimuli/scenes/007a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/007b.jpg,stimuli/objects/084a.jpg,target,dist2,lure,dist1
SZEKRÉNY,stimuli/objects/012a.jpg,object,0,stimuli/objects/012a.jpg,stimuli/objects/012a.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/012b.jpg,target,dist1,dist2,lure
MENTA,stimuli/scenes/042a.jpg,scene,0,stimuli/scenes/042a.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/042b.jpg,dist1,dist2,target,lure
LÁMPA,stimuli/scenes/008a.jpg,scene,1,stimuli/scenes/076a.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,lure,target,dist2,dist1
SÜTEMÉNY,stimuli/objects/046a.jpg,object,0,stimuli/objects/046a.jpg,stimuli/objects/068b.jpg,stimuli/objects/046a.jpg,stimuli/objects/068a.jpg,stimuli/objects/046b.jpg,dist2,target,dist1,lure
CSAVARHÚZÓ,stimuli/scenes/037a.jpg,scene,0,stimuli/scenes/037a.jpg,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/037a.jpg,dist1,dist2,lure,target
BICIKLI,stimuli/scenes/010a.jpg,scene,0,stimuli/scenes/010a.jpg,stimuli/objects/052a.jpg,stimuli/objects/052b.jpg,stimuli/scenes/010a.jpg,stimuli/scenes/010b.jpg,dist1,dist2,target,lure
HEGESZTŐ,stimuli/scenes/082a.jpg,scene,2,stimuli/objects/094a.jpg,stimuli/objects/048b.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,stimuli/objects/048a.jpg,dist2,lure,target,dist1
