Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
TERÍTŐ UTCA,stimuli/objects/014a.jpg,object,left,Hippopolis,2,stimuli/scenes/074a.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/074a.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/061b.jpg,dist1,target,lure,dist2
PÁFRÁNY UTCA,stimuli/scenes/007a.jpg,scene,right,Hippopolis,2,stimuli/objects/042a.jpg,stimuli/scenes/017b.jpg,stimuli/scenes/017a.jpg,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,dist2,dist1,target,lure
HERNYÓ UTCA,stimuli/scenes/045a.jpg,scene,right,Hippopolis,0,stimuli/scenes/045a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/045a.jpg,stimuli/scenes/064b.jpg,dist1,lure,target,dist2
OLDAL UTCA,stimuli/scenes/085a.jpg,scene,right,Hippopolis,0,stimuli/scenes/085a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/085a.jpg,stimuli/scenes/085b.jpg,stimuli/scenes/021b.jpg,dist1,target,lure,dist2
BAGOLY UTCA,stimuli/objects/069a.jpg,object,left,Hippopolis,2,stimuli/scenes/108a.jpg,stimuli/scenes/108a.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/074a.jpg,target,dist2,lure,dist1
PÉKSÉG UTCA,stimuli/scenes/094a.jpg,scene,right,Hippopolis,2,stimuli/objects/094a.jpg,stimuli/objects/094a.jpg,stimuli/scenes/115a.jpg,stimuli/objects/094b.jpg,stimuli/scenes/115b.jpg,target,dist1,lure,dist2
SIVATAG UTCA,stimuli/objects/083a.jpg,object,left,Hippopolis,2,stimuli/scenes/091a.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/103a.jpg,stimuli/scenes/103b.jpg,target,lure,dist1,dist2
KOSÁR UTCA,stimuli/objects/015a.jpg,object,left,Hippopolis,2,stimuli/scenes/115a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/115a.jpg,stimuli/scenes/088a.jpg,stimuli/scenes/115b.jpg,dist2,target,dist1,lure
ZONGORA UTCA,stimuli/objects/061a.jpg,object,left,Hippopolis,1,stimuli/objects/001a.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,dist1,dist2,lure,target
REPÜLŐ UTCA,stimuli/scenes/054a.jpg,scene,right,Hippopolis,2,stimuli/objects/089a.jpg,stimuli/objects/089a.jpg,stimuli/objects/071b.jpg,stimuli/objects/089b.jpg,stimuli/objects/071a.jpg,target,dist2,lure,dist1
CITROM UTCA,stimuli/scenes/058a.jpg,scene,right,Hippopolis,1,stimuli/scenes/071a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/015b.jpg,stimuli/scenes/015a.jpg,target,lure,dist2,dist1
SZOMSZÉD UTCA,stimuli/scenes/025a.jpg,scene,right,Hippopolis,2,stimuli/objects/071a.jpg,stimuli/scenes/091a.jpg,stimuli/objects/071b.jpg,stimuli/scenes/091b.jpg,stimuli/objects/071a.jpg,dist1,lure,dist2,target
KÁRTYA UTCA,stimuli/objects/027a.jpg,object,left,Hippopolis,2,stimuli/scenes/011a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/011a.jpg,dist2,dist1,lure,target
SZŐNYEG UTCA,stimuli/scenes/075a.jpg,scene,right,Hippopolis,1,stimuli/scenes/105a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/105a.jpg,dist1,dist2,lure,target
TELEP UTCA,stimuli/objects/110a.jpg,object,left,Hippopolis,1,stimuli/objects/118a.jpg,stimuli/objects/062b.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,stimuli/objects/062a.jpg,dist2,lure,target,dist1
KECSKE UTCA,stimuli/objects/107a.jpg,object,left,Hippopolis,1,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/019a.jpg,lure,dist1,dist2,target
FEJSZE UTCA,stimuli/objects/073a.jpg,object,left,Hippopolis,1,stimuli/objects/062a.jpg,stimuli/scenes/117a.jpg,stimuli/objects/062b.jpg,stimuli/objects/062a.jpg,stimuli/scenes/117b.jpg,dist1,lure,target,dist2
LÉTRA UTCA,stimuli/objects/086a.jpg,object,left,Hippopolis,0,stimuli/objects/086a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/086a.jpg,stimuli/scenes/023b.jpg,stimuli/objects/086b.jpg,dist1,target,dist2,lure
TOBOZ UTCA,stimuli/objects/088a.jpg,object,left,Hippopolis,1,stimuli/objects/068a.jpg,stimuli/scenes/111b.jpg,stimuli/objects/068b.jpg,stimuli/objects/068a.jpg,stimuli/scenes/111a.jpg,dist2,lure,target,dist1
AJÁNDÉK UTCA,stimuli/scenes/002a.jpg,scene,right,Hippopolis,1,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/040a.jpg,stimuli/objects/085b.jpg,stimuli/objects/085a.jpg,lure,target,dist2,dist1
TENISZ UTCA,stimuli/scenes/008a.jpg,scene,right,Hippopolis,1,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,stimuli/objects/044a.jpg,stimuli/objects/044b.jpg,lure,target,dist1,dist2
ÁLOM UTCA,stimuli/objects/078a.jpg,object,left,Hippopolis,0,stimuli/objects/078a.jpg,stimuli/objects/102a.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/objects/102b.jpg,dist1,target,lure,dist2
CUKOR UTCA,stimuli/objects/037a.jpg,object,left,Hippopolis,2,stimuli/scenes/059a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/059b.jpg,target,dist1,dist2,lure
KORONG UTCA,stimuli/objects/012a.jpg,object,left,Hippopolis,0,stimuli/objects/012a.jpg,stimuli/objects/012b.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/012a.jpg,lure,dist1,dist2,target
HENTES UTCA,stimuli/scenes/027a.jpg,scene,right,Hippopolis,0,stimuli/scenes/027a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/027a.jpg,stimuli/scenes/045a.jpg,stimuli/scenes/027b.jpg,dist2,target,dist1,lure
ÁRNYÉK UTCA,stimuli/scenes/021a.jpg,scene,right,Hippopolis,0,stimuli/scenes/021a.jpg,stimuli/objects/120b.jpg,stimuli/scenes/021b.jpg,stimuli/objects/120a.jpg,stimuli/scenes/021a.jpg,dist2,lure,dist1,target
RÓZSA UTCA,stimuli/objects/097a.jpg,object,left,Hippopolis,2,stimuli/scenes/103a.jpg,stimuli/scenes/103b.jpg,stimuli/objects/089a.jpg,stimuli/scenes/103a.jpg,stimuli/objects/089b.jpg,lure,dist1,target,dist2
PÁLMAFA UTCA,stimuli/objects/056a.jpg,object,left,Hippopolis,0,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,stimuli/objects/016a.jpg,stimuli/objects/056a.jpg,stimuli/objects/016b.jpg,lure,dist1,target,dist2
ECSET UTCA,stimuli/scenes/066a.jpg,scene,right,Hippopolis,1,stimuli/scenes/114a.jpg,stimuli/scenes/114a.jpg,stimuli/objects/019b.jpg,stimuli/objects/019a.jpg,stimuli/scenes/114b.jpg,target,dist2,dist1,lure
LABDA UTCA,stimuli/objects/043a.jpg,object,left,Hippopolis,1,stimuli/objects/044a.jpg,stimuli/objects/044a.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,stimuli/objects/044b.jpg,target,dist2,dist1,lure
PAPUCS UTCA,stimuli/scenes/036a.jpg,scene,right,Hippopolis,2,stimuli/objects/041a.jpg,stimuli/objects/041b.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/012a.jpg,stimuli/objects/041a.jpg,lure,dist2,dist1,target
KOCSI UTCA,stimuli/objects/105a.jpg,object,left,Hippopolis,2,stimuli/scenes/035a.jpg,stimuli/objects/079a.jpg,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/079b.jpg,dist1,target,lure,dist2
BONBON UTCA,stimuli/scenes/092a.jpg,scene,right,Hippopolis,0,stimuli/scenes/092a.jpg,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/092a.jpg,dist1,dist2,lure,target
ASZTAL UTCA,stimuli/objects/063a.jpg,object,left,Hippopolis,0,stimuli/objects/063a.jpg,stimuli/objects/063a.jpg,stimuli/objects/108a.jpg,stimuli/objects/063b.jpg,stimuli/objects/108b.jpg,target,dist1,lure,dist2
MAJOM UTCA,stimuli/objects/057a.jpg,object,left,Hippopolis,0,stimuli/objects/057a.jpg,stimuli/scenes/031a.jpg,stimuli/scenes/031b.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,dist1,dist2,lure,target
SÜTEMÉNY UTCA,stimuli/objects/074a.jpg,object,left,Hippopolis,2,stimuli/scenes/017a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/108a.jpg,stimuli/scenes/017b.jpg,target,dist2,dist1,lure
MOGYORÓ UTCA,stimuli/objects/045a.jpg,object,left,Hippopolis,1,stimuli/objects/085a.jpg,stimuli/objects/085a.jpg,stimuli/objects/038b.jpg,stimuli/objects/085b.jpg,stimuli/objects/038a.jpg,target,dist2,lure,dist1
PALACK UTCA,stimuli/scenes/038a.jpg,scene,right,Hippopolis,0,stimuli/scenes/038a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,target,lure,dist1,dist2
BETON UTCA,stimuli/scenes/090a.jpg,scene,right,Hippopolis,1,stimuli/scenes/111a.jpg,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/111a.jpg,dist1,dist2,lure,target
KIRAKÓ UTCA,stimuli/scenes/052a.jpg,scene,right,Hippopolis,1,stimuli/scenes/042a.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/042b.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,target,lure,dist2,dist1
VÁSÁR UTCA,stimuli/scenes/010a.jpg,scene,right,Hippopolis,0,stimuli/scenes/010a.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,stimuli/objects/086b.jpg,stimuli/objects/086a.jpg,lure,target,dist2,dist1
SZALVÉTA UTCA,stimuli/objects/108a.jpg,object,left,Hippopolis,0,stimuli/objects/108a.jpg,stimuli/objects/108a.jpg,stimuli/objects/063a.jpg,stimuli/objects/108b.jpg,stimuli/objects/063b.jpg,target,dist1,lure,dist2
KAKAS UTCA,stimuli/scenes/031a.jpg,scene,right,Hippopolis,0,stimuli/scenes/031a.jpg,stimuli/objects/075b.jpg,stimuli/scenes/031a.jpg,stimuli/objects/075a.jpg,stimuli/scenes/031b.jpg,dist2,target,dist1,lure
TOJÁS UTCA,stimuli/scenes/083a.jpg,scene,right,Hippopolis,1,stimuli/scenes/069a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/069b.jpg,dist1,target,dist2,lure
SZOBOR UTCA,stimuli/objects/114a.jpg,object,left,Hippopolis,1,stimuli/objects/076a.jpg,stimuli/objects/076a.jpg,stimuli/scenes/112b.jpg,stimuli/objects/076b.jpg,stimuli/scenes/112a.jpg,target,dist2,lure,dist1
FÉSŰ UTCA,stimuli/scenes/109a.jpg,scene,right,Hippopolis,1,stimuli/scenes/063a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/063a.jpg,dist2,lure,dist1,target
HARMONIKA UTCA,stimuli/scenes/120a.jpg,scene,right,Hippopolis,1,stimuli/scenes/097a.jpg,stimuli/scenes/097a.jpg,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,stimuli/scenes/097b.jpg,target,dist1,dist2,lure
KERET UTCA,stimuli/scenes/119a.jpg,scene,right,Hippopolis,2,stimuli/objects/008a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,dist2,dist1,target,lure
FOLYÓ UTCA,stimuli/objects/120a.jpg,object,left,Hippopolis,0,stimuli/objects/120a.jpg,stimuli/objects/120a.jpg,stimuli/objects/012a.jpg,stimuli/objects/012b.jpg,stimuli/objects/120b.jpg,target,dist1,dist2,lure
FÜZET UTCA,stimuli/objects/033a.jpg,object,left,Hippopolis,2,stimuli/scenes/061a.jpg,stimuli/objects/106b.jpg,stimuli/objects/106a.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/061a.jpg,dist2,dist1,lure,target
SALÁTA UTCA,stimuli/objects/075a.jpg,object,left,Hippopolis,0,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,stimuli/scenes/032a.jpg,stimuli/objects/075a.jpg,stimuli/scenes/032b.jpg,lure,dist1,target,dist2
VIHAR UTCA,stimuli/scenes/013a.jpg,scene,right,Hippopolis,2,stimuli/objects/106a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,stimuli/objects/106a.jpg,stimuli/objects/106b.jpg,dist2,dist1,target,lure
BOHÓC UTCA,stimuli/objects/034a.jpg,object,left,Hippopolis,1,stimuli/objects/101a.jpg,stimuli/objects/101a.jpg,stimuli/objects/118b.jpg,stimuli/objects/101b.jpg,stimuli/objects/118a.jpg,target,dist2,lure,dist1
HORGONY UTCA,stimuli/scenes/018a.jpg,scene,right,Hippopolis,2,stimuli/objects/013a.jpg,stimuli/objects/013a.jpg,stimuli/scenes/035a.jpg,stimuli/objects/013b.jpg,stimuli/scenes/035b.jpg,target,dist1,lure,dist2
LEGELŐ UTCA,stimuli/objects/067a.jpg,object,left,Hippopolis,0,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/scenes/085b.jpg,stimuli/scenes/085a.jpg,stimuli/objects/067a.jpg,lure,dist2,dist1,target
SZÖCSKE UTCA,stimuli/objects/023a.jpg,object,left,Hippopolis,1,stimuli/objects/066a.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,lure,target,dist1,dist2
HARCSA UTCA,stimuli/scenes/019a.jpg,scene,right,Hippopolis,1,stimuli/scenes/015a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/objects/068a.jpg,dist2,target,lure,dist1
KUTYA UTCA,stimuli/scenes/107a.jpg,scene,right,Hippopolis,2,stimuli/objects/081a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,dist2,dist1,target,lure
LAKAT UTCA,stimuli/scenes/004a.jpg,scene,right,Hippopolis,1,stimuli/scenes/112a.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/112b.jpg,stimuli/scenes/042b.jpg,stimuli/scenes/112a.jpg,dist1,lure,dist2,target
TÉRKÉP UTCA,stimuli/objects/077a.jpg,object,left,Hippopolis,1,stimuli/objects/005a.jpg,stimuli/scenes/080a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/080b.jpg,stimuli/objects/005a.jpg,dist1,lure,dist2,target
FÓKA UTCA,stimuli/scenes/047a.jpg,scene,right,Hippopolis,1,stimuli/scenes/026a.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/026b.jpg,dist1,target,dist2,lure
MOSODA UTCA,stimuli/scenes/037a.jpg,scene,right,Hippopolis,2,stimuli/objects/060a.jpg,stimuli/objects/060a.jpg,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/objects/060b.jpg,target,dist1,dist2,lure
BOLYGÓ UTCA,stimuli/scenes/070a.jpg,scene,right,Hippopolis,0,stimuli/scenes/070a.jpg,stimuli/objects/057a.jpg,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/objects/057b.jpg,dist1,target,lure,dist2
KERÉK UTCA,stimuli/objects/102a.jpg,object,left,Hippopolis,0,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/objects/102a.jpg,lure,dist1,dist2,target
KOKTÉL UTCA,stimuli/scenes/064a.jpg,scene,right,Hippopolis,0,stimuli/scenes/064a.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/092a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/064a.jpg,dist2,dist1,lure,target
VITORLA UTCA,stimuli/objects/040a.jpg,object,left,Camponello,0,stimuli/objects/040a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/098a.jpg,stimuli/objects/040b.jpg,dist2,target,dist1,lure
TISZTÁS UTCA,stimuli/scenes/046a.jpg,scene,right,Camponello,0,stimuli/scenes/046a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,dist2,dist1,lure,target
FIÓK UTCA,stimuli/scenes/089a.jpg,scene,right,Camponello,0,stimuli/scenes/089a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/089b.jpg,dist2,target,dist1,lure
RIBIZLI UTCA,stimuli/scenes/051a.jpg,scene,right,Camponello,0,stimuli/scenes/051a.jpg,stimuli/scenes/051a.jpg,stimuli/objects/109a.jpg,stimuli/scenes/051b.jpg,stimuli/objects/109b.jpg,target,dist1,lure,dist2
PIZSAMA UTCA,stimuli/scenes/076a.jpg,scene,right,Camponello,0,stimuli/scenes/076a.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,dist1,dist2,lure,target
KÖNYVTÁR UTCA,stimuli/objects/029a.jpg,object,left,Camponello,2,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/objects/028b.jpg,stimuli/objects/028a.jpg,stimuli/scenes/053a.jpg,lure,dist2,dist1,target
LEVÉL UTCA,stimuli/objects/036a.jpg,object,left,Camponello,0,stimuli/objects/036a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/036a.jpg,stimuli/objects/036b.jpg,stimuli/scenes/068a.jpg,dist2,target,lure,dist1
KÖMÉNYMAG UTCA,stimuli/objects/048a.jpg,object,left,Camponello,0,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,stimuli/objects/025b.jpg,stimuli/objects/048a.jpg,stimuli/objects/025a.jpg,lure,dist2,target,dist1
ZEBRA UTCA,stimuli/objects/104a.jpg,object,left,Camponello,0,stimuli/objects/104a.jpg,stimuli/scenes/113a.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,stimuli/scenes/113b.jpg,dist1,target,lure,dist2
AKÁC UTCA,stimuli/objects/100a.jpg,object,left,Camponello,0,stimuli/objects/100a.jpg,stimuli/objects/100a.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/056b.jpg,stimuli/objects/100b.jpg,target,dist1,dist2,lure
TÁNYÉR UTCA,stimuli/objects/020a.jpg,object,left,Camponello,0,stimuli/objects/020a.jpg,stimuli/scenes/043b.jpg,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/043a.jpg,dist2,target,lure,dist1
KÖTÉNY UTCA,stimuli/objects/099a.jpg,object,left,Camponello,0,stimuli/objects/099a.jpg,stimuli/scenes/077b.jpg,stimuli/objects/099b.jpg,stimuli/objects/099a.jpg,stimuli/scenes/077a.jpg,dist2,lure,target,dist1
POGÁCSA UTCA,stimuli/scenes/067a.jpg,scene,right,Camponello,0,stimuli/scenes/067a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/067b.jpg,dist2,target,dist1,lure
KESZTYŰ UTCA,stimuli/objects/090a.jpg,object,left,Camponello,0,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/objects/021a.jpg,stimuli/objects/090a.jpg,stimuli/objects/021b.jpg,lure,dist1,target,dist2
TÜKÖR UTCA,stimuli/objects/002a.jpg,object,left,Camponello,1,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/objects/017a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,lure,target,dist2,dist1
MENTA UTCA,stimuli/objects/022a.jpg,object,left,Camponello,0,stimuli/objects/022a.jpg,stimuli/objects/022a.jpg,stimuli/objects/004b.jpg,stimuli/objects/022b.jpg,stimuli/objects/004a.jpg,target,dist2,lure,dist1
HEGESZTŐ UTCA,stimuli/objects/093a.jpg,object,left,Camponello,2,stimuli/scenes/033a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/033b.jpg,stimuli/scenes/033a.jpg,stimuli/scenes/030b.jpg,dist1,lure,target,dist2
SÜTŐ UTCA,stimuli/scenes/044a.jpg,scene,right,Camponello,0,stimuli/scenes/044a.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/091b.jpg,stimuli/objects/091a.jpg,target,lure,dist2,dist1
PÁRNA UTCA,stimuli/objects/021a.jpg,object,left,Camponello,0,stimuli/objects/021a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,lure,target,dist2,dist1
SUGÁR UTCA,stimuli/objects/047a.jpg,object,left,Camponello,0,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/objects/047a.jpg,lure,dist1,dist2,target
VASALÓ UTCA,stimuli/scenes/078a.jpg,scene,right,Camponello,2,stimuli/objects/096a.jpg,stimuli/objects/119a.jpg,stimuli/objects/096b.jpg,stimuli/objects/119b.jpg,stimuli/objects/096a.jpg,dist1,lure,dist2,target
KAKAÓ UTCA,stimuli/scenes/050a.jpg,scene,right,Camponello,0,stimuli/scenes/050a.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/050b.jpg,target,dist1,dist2,lure
KÓKUSZ UTCA,stimuli/objects/035a.jpg,object,left,Camponello,0,stimuli/objects/035a.jpg,stimuli/objects/035b.jpg,stimuli/objects/046a.jpg,stimuli/objects/035a.jpg,stimuli/objects/046b.jpg,lure,dist1,target,dist2
POLIP UTCA,stimuli/objects/024a.jpg,object,left,Camponello,0,stimuli/objects/024a.jpg,stimuli/scenes/009a.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/scenes/009b.jpg,dist1,target,lure,dist2
TELEFON UTCA,stimuli/objects/072a.jpg,object,left,Camponello,0,stimuli/objects/072a.jpg,stimuli/objects/072a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/099b.jpg,target,dist1,lure,dist2
SZIKLA UTCA,stimuli/objects/082a.jpg,object,left,Camponello,1,stimuli/objects/039a.jpg,stimuli/objects/039b.jpg,stimuli/objects/039a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,lure,target,dist1,dist2
