Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
BAGOLY,stimuli/scenes/018a.jpg,scene,0,stimuli/scenes/018a.jpg,stimuli/objects/040b.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,stimuli/objects/040a.jpg,dist2,lure,target,dist1
VÁSÁR,stimuli/objects/013a.jpg,object,1,stimuli/objects/069a.jpg,stimuli/objects/069b.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/043b.jpg,stimuli/objects/069a.jpg,lure,dist1,dist2,target
MUNKA,stimuli/scenes/077a.jpg,scene,0,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,stimuli/scenes/077a.jpg,lure,dist2,dist1,target
KULACS,stimuli/scenes/035a.jpg,scene,2,stimuli/objects/009a.jpg,stimuli/objects/003a.jpg,stimuli/objects/009b.jpg,stimuli/objects/003b.jpg,stimuli/objects/009a.jpg,dist1,lure,dist2,target
ZONGORA,stimuli/scenes/017a.jpg,scene,1,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/objects/078b.jpg,stimuli/scenes/053a.jpg,stimuli/objects/078a.jpg,lure,dist2,target,dist1
CSILLAG,stimuli/objects/041a.jpg,object,1,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/objects/009b.jpg,stimuli/objects/078a.jpg,stimuli/objects/009a.jpg,lure,dist2,target,dist1
KÓKUSZ,stimuli/objects/073a.jpg,object,0,stimuli/objects/073a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/044b.jpg,dist1,target,lure,dist2
SZÁMOLÓGÉP,stimuli/scenes/038a.jpg,scene,0,stimuli/scenes/038a.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/038b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/038a.jpg,dist1,lure,dist2,target
FOLYÓ,stimuli/objects/060a.jpg,object,2,stimuli/scenes/043a.jpg,stimuli/objects/066b.jpg,stimuli/scenes/043a.jpg,stimuli/objects/066a.jpg,stimuli/scenes/043b.jpg,dist2,target,dist1,lure
SIRÁLY,stimuli/objects/042a.jpg,object,2,stimuli/scenes/028a.jpg,stimuli/objects/073a.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/objects/073b.jpg,dist1,target,lure,dist2
KATONA,stimuli/scenes/085a.jpg,scene,1,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,lure,target,dist2,dist1
NARANCS,stimuli/scenes/016a.jpg,scene,0,stimuli/scenes/016a.jpg,stimuli/scenes/016b.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/016a.jpg,stimuli/scenes/013b.jpg,lure,dist1,target,dist2
MÁRVÁNY,stimuli/objects/054a.jpg,object,0,stimuli/objects/054a.jpg,stimuli/scenes/020a.jpg,stimuli/objects/054b.jpg,stimuli/scenes/020b.jpg,stimuli/objects/054a.jpg,dist1,lure,dist2,target
ÁLLOMÁS,stimuli/scenes/090a.jpg,scene,1,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/086a.jpg,lure,dist2,dist1,target
REPÜLŐ,stimuli/scenes/015a.jpg,scene,0,stimuli/scenes/015a.jpg,stimuli/scenes/015a.jpg,stimuli/objects/095b.jpg,stimuli/scenes/015b.jpg,stimuli/objects/095a.jpg,target,dist2,lure,dist1
FOGÓ,stimuli/scenes/030a.jpg,scene,1,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/050b.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/089b.jpg,target,dist2,dist1,lure
FÉNYKÉP,stimuli/objects/079a.jpg,object,1,stimuli/objects/095a.jpg,stimuli/scenes/061a.jpg,stimuli/objects/095b.jpg,stimuli/objects/095a.jpg,stimuli/scenes/061b.jpg,dist1,lure,target,dist2
DOMINÓ,stimuli/scenes/081a.jpg,scene,2,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/scenes/066a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/066b.jpg,target,dist1,lure,dist2
PULÓVER,stimuli/scenes/020a.jpg,scene,0,stimuli/scenes/020a.jpg,stimuli/objects/088b.jpg,stimuli/objects/088a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,dist2,dist1,lure,target
EPER,stimuli/objects/085a.jpg,object,1,stimuli/objects/062a.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/objects/062b.jpg,stimuli/objects/062a.jpg,dist1,dist2,lure,target
ELEFÁNT,stimuli/scenes/058a.jpg,scene,2,stimuli/objects/018a.jpg,stimuli/objects/018a.jpg,stimuli/scenes/018b.jpg,stimuli/objects/018b.jpg,stimuli/scenes/018a.jpg,target,dist2,lure,dist1
MANDARIN,stimuli/objects/070a.jpg,object,2,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/011a.jpg,lure,dist1,dist2,target
EGÉR,stimuli/scenes/055a.jpg,scene,2,stimuli/objects/051a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/086a.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,dist2,dist1,lure,target
FEJSZE,stimuli/objects/008a.jpg,object,1,stimuli/objects/098a.jpg,stimuli/objects/058a.jpg,stimuli/objects/098b.jpg,stimuli/objects/058b.jpg,stimuli/objects/098a.jpg,dist1,lure,dist2,target
OROSZLÁN,stimuli/objects/040a.jpg,object,0,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/097a.jpg,stimuli/objects/097b.jpg,target,lure,dist1,dist2
KESELYŰ,stimuli/scenes/070a.jpg,scene,1,stimuli/scenes/072a.jpg,stimuli/objects/092b.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/objects/092a.jpg,dist2,target,lure,dist1
SZŐNYEG,stimuli/objects/076a.jpg,object,2,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/065a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/065b.jpg,lure,dist1,target,dist2
BÚJÓCSKA,stimuli/objects/007a.jpg,object,0,stimuli/objects/007a.jpg,stimuli/objects/018b.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/objects/018a.jpg,dist2,target,lure,dist1
SIVATAG,stimuli/scenes/033a.jpg,scene,2,stimuli/objects/037a.jpg,stimuli/objects/069a.jpg,stimuli/objects/037a.jpg,stimuli/objects/037b.jpg,stimuli/objects/069b.jpg,dist1,target,lure,dist2
SZALVÉTA,stimuli/objects/074a.jpg,object,1,stimuli/objects/088a.jpg,stimuli/objects/088a.jpg,stimuli/objects/088b.jpg,stimuli/objects/010b.jpg,stimuli/objects/010a.jpg,target,lure,dist2,dist1
ÁLOM,stimuli/scenes/062a.jpg,scene,2,stimuli/objects/096a.jpg,stimuli/objects/096b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/objects/096a.jpg,lure,dist1,dist2,target
SZAXOFON,stimuli/objects/058a.jpg,object,0,stimuli/objects/058a.jpg,stimuli/objects/058b.jpg,stimuli/objects/058a.jpg,stimuli/scenes/038b.jpg,stimuli/scenes/038a.jpg,lure,target,dist2,dist1
SZÖCSKE,stimuli/objects/035a.jpg,object,2,stimuli/scenes/059a.jpg,stimuli/objects/011a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,stimuli/objects/011b.jpg,dist1,lure,target,dist2
FIÓK,stimuli/objects/023a.jpg,object,2,stimuli/scenes/067a.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,lure,target,dist1,dist2
KOCKA,stimuli/objects/001a.jpg,object,0,stimuli/objects/001a.jpg,stimuli/objects/037b.jpg,stimuli/objects/037a.jpg,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,dist2,dist1,target,lure
KOCSI,stimuli/scenes/087a.jpg,scene,1,stimuli/scenes/066a.jpg,stimuli/scenes/066b.jpg,stimuli/scenes/066a.jpg,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,lure,target,dist1,dist2
MAJOM,stimuli/scenes/073a.jpg,scene,2,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/074a.jpg,stimuli/objects/065a.jpg,lure,dist2,dist1,target
KÁRÁSZ,stimuli/objects/020a.jpg,object,2,stimuli/scenes/084a.jpg,stimuli/objects/054a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,stimuli/objects/054b.jpg,dist1,lure,target,dist2
BETON,stimuli/objects/056a.jpg,object,2,stimuli/scenes/056a.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/056a.jpg,lure,dist2,dist1,target
