Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
SIVATAG UTCA,stimuli/scenes/014a.jpg,scene,0,stimuli/scenes/014a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/114a.jpg,stimuli/objects/114b.jpg,stimuli/scenes/014a.jpg,lure,dist1,dist2,target
TÁNYÉR UTCA,stimuli/objects/005a.jpg,object,1,stimuli/objects/035a.jpg,stimuli/objects/035a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,stimuli/objects/035b.jpg,target,dist1,dist2,lure
PIZSAMA UTCA,stimuli/objects/088a.jpg,object,0,stimuli/objects/088a.jpg,stimuli/objects/088a.jpg,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/088b.jpg,target,dist1,dist2,lure
SIRÁLY UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/078b.jpg,lure,dist1,target,dist2
KÖTÉNY UTCA,stimuli/scenes/078a.jpg,scene,0,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/041b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/041a.jpg,lure,dist2,target,dist1
KORONA UTCA,stimuli/scenes/080a.jpg,scene,0,stimuli/scenes/080a.jpg,stimuli/scenes/012a.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,dist1,dist2,target,lure
PADLÓ UTCA,stimuli/objects/026a.jpg,object,0,stimuli/objects/026a.jpg,stimuli/objects/026b.jpg,stimuli/scenes/025a.jpg,stimuli/objects/026a.jpg,stimuli/scenes/025b.jpg,lure,dist1,target,dist2
LIGET UTCA,stimuli/scenes/085a.jpg,scene,0,stimuli/scenes/085a.jpg,stimuli/scenes/085b.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/scenes/085a.jpg,lure,dist1,dist2,target
MÁLNA UTCA,stimuli/objects/067a.jpg,object,0,stimuli/objects/067a.jpg,stimuli/objects/008b.jpg,stimuli/objects/008a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,dist2,dist1,target,lure
KUTYA UTCA,stimuli/objects/051a.jpg,object,1,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,stimuli/objects/035b.jpg,stimuli/objects/035a.jpg,lure,target,dist2,dist1
BAGOLY UTCA,stimuli/objects/019a.jpg,object,0,stimuli/objects/019a.jpg,stimuli/objects/019a.jpg,stimuli/scenes/002a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/002b.jpg,target,dist1,lure,dist2
TERÍTŐ UTCA,stimuli/scenes/021a.jpg,scene,1,stimuli/scenes/051a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/051a.jpg,dist2,lure,dist1,target
SZŐLŐ UTCA,stimuli/objects/028a.jpg,object,0,stimuli/objects/028a.jpg,stimuli/scenes/101a.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,stimuli/scenes/101b.jpg,dist1,target,lure,dist2
HORDÓ UTCA,stimuli/objects/065a.jpg,object,2,stimuli/scenes/016a.jpg,stimuli/scenes/016a.jpg,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/scenes/016b.jpg,target,dist1,dist2,lure
KAKAS UTCA,stimuli/scenes/028a.jpg,scene,2,stimuli/objects/037a.jpg,stimuli/objects/037a.jpg,stimuli/objects/037b.jpg,stimuli/objects/046b.jpg,stimuli/objects/046a.jpg,target,lure,dist2,dist1
PÁLMAFA UTCA,stimuli/scenes/015a.jpg,scene,1,stimuli/scenes/089a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/051a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,dist2,dist1,lure,target
CSILLAG UTCA,stimuli/scenes/006a.jpg,scene,2,stimuli/objects/082a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,stimuli/scenes/109a.jpg,dist2,target,lure,dist1
MENTA UTCA,stimuli/scenes/106a.jpg,scene,0,stimuli/scenes/106a.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/009b.jpg,target,dist1,lure,dist2
PETÁRDA UTCA,stimuli/scenes/065a.jpg,scene,0,stimuli/scenes/065a.jpg,stimuli/scenes/065a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/065b.jpg,stimuli/objects/105b.jpg,target,dist1,lure,dist2
PÁRNA UTCA,stimuli/scenes/004a.jpg,scene,0,stimuli/scenes/004a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/scenes/100a.jpg,dist2,lure,target,dist1
KATONA UTCA,stimuli/scenes/034a.jpg,scene,0,stimuli/scenes/034a.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/034b.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/092a.jpg,dist2,lure,target,dist1
KÖNYVTÁR UTCA,stimuli/objects/099a.jpg,object,0,stimuli/objects/099a.jpg,stimuli/objects/099a.jpg,stimuli/objects/026a.jpg,stimuli/objects/026b.jpg,stimuli/objects/099b.jpg,target,dist1,dist2,lure
KORONG UTCA,stimuli/scenes/011a.jpg,scene,0,stimuli/scenes/011a.jpg,stimuli/objects/060b.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/011a.jpg,stimuli/objects/060a.jpg,dist2,lure,target,dist1
MOTOR UTCA,stimuli/objects/010a.jpg,object,0,stimuli/objects/010a.jpg,stimuli/scenes/054b.jpg,stimuli/objects/010a.jpg,stimuli/scenes/054a.jpg,stimuli/objects/010b.jpg,dist2,target,dist1,lure
CSAVAR UTCA,stimuli/objects/049a.jpg,object,1,stimuli/objects/063a.jpg,stimuli/objects/113b.jpg,stimuli/objects/063b.jpg,stimuli/objects/063a.jpg,stimuli/objects/113a.jpg,dist2,lure,target,dist1
TÁSKA UTCA,stimuli/scenes/100a.jpg,scene,0,stimuli/scenes/100a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/100a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/100b.jpg,dist2,target,dist1,lure
FÉSŰ UTCA,stimuli/scenes/001a.jpg,scene,2,stimuli/objects/015a.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/041b.jpg,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,dist1,dist2,target,lure
POGÁCSA UTCA,stimuli/scenes/082a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,target,lure,dist1,dist2
TORONY UTCA,stimuli/scenes/120a.jpg,scene,0,stimuli/scenes/120a.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/scenes/120b.jpg,target,dist1,dist2,lure
ECSET UTCA,stimuli/objects/100a.jpg,object,2,stimuli/scenes/019a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,dist2,dist1,target,lure
BÚJÓCSKA UTCA,stimuli/scenes/092a.jpg,scene,0,stimuli/scenes/092a.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/092a.jpg,stimuli/scenes/106b.jpg,lure,dist1,target,dist2
HEGEDŰ UTCA,stimuli/objects/054a.jpg,object,0,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,stimuli/objects/012a.jpg,stimuli/objects/012b.jpg,stimuli/objects/054a.jpg,lure,dist1,dist2,target
ZÁSZLÓ UTCA,stimuli/scenes/079a.jpg,scene,0,stimuli/scenes/079a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/112b.jpg,stimuli/scenes/079a.jpg,dist1,lure,dist2,target
BÖGRE UTCA,stimuli/objects/074a.jpg,object,0,stimuli/objects/074a.jpg,stimuli/objects/074a.jpg,stimuli/objects/042b.jpg,stimuli/objects/074b.jpg,stimuli/objects/042a.jpg,target,dist2,lure,dist1
TOLLTARTÓ UTCA,stimuli/objects/003a.jpg,object,0,stimuli/objects/003a.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,dist1,dist2,lure,target
MARTINI UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/036b.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/036a.jpg,dist1,lure,dist2,target
PÁFRÁNY UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,target,lure,dist1,dist2
TÜKÖR UTCA,stimuli/scenes/039a.jpg,scene,0,stimuli/scenes/039a.jpg,stimuli/scenes/039a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/039b.jpg,target,dist2,dist1,lure
FOGAS UTCA,stimuli/scenes/113a.jpg,scene,0,stimuli/scenes/113a.jpg,stimuli/objects/010a.jpg,stimuli/objects/010b.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,dist1,dist2,lure,target
ASZTAL UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/061b.jpg,stimuli/objects/066b.jpg,stimuli/objects/061a.jpg,stimuli/objects/066a.jpg,dist2,lure,dist1,target
SÜTŐ UTCA,stimuli/objects/094a.jpg,object,0,stimuli/objects/094a.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,dist1,dist2,lure,target
GYŰRŰ UTCA,stimuli/scenes/022a.jpg,scene,1,stimuli/scenes/058a.jpg,stimuli/scenes/099b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,dist2,dist1,target,lure
KÍGYÓ UTCA,stimuli/objects/086a.jpg,object,2,stimuli/scenes/109a.jpg,stimuli/scenes/109a.jpg,stimuli/scenes/016a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/016b.jpg,target,dist1,lure,dist2
FÜGE UTCA,stimuli/objects/045a.jpg,object,0,stimuli/objects/045a.jpg,stimuli/objects/054b.jpg,stimuli/objects/045b.jpg,stimuli/objects/045a.jpg,stimuli/objects/054a.jpg,dist2,lure,target,dist1
HORGONY UTCA,stimuli/objects/105a.jpg,object,0,stimuli/objects/105a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/017b.jpg,stimuli/objects/105b.jpg,target,dist1,dist2,lure
BOHÓC UTCA,stimuli/objects/052a.jpg,object,2,stimuli/scenes/063a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,dist1,dist2,lure,target
LEGELŐ UTCA,stimuli/scenes/053a.jpg,scene,1,stimuli/scenes/119a.jpg,stimuli/scenes/119b.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/119a.jpg,lure,dist2,dist1,target
TENISZ UTCA,stimuli/scenes/043a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/003a.jpg,stimuli/objects/110b.jpg,stimuli/objects/110a.jpg,lure,target,dist2,dist1
TULIPÁN UTCA,stimuli/scenes/101a.jpg,scene,0,stimuli/scenes/101a.jpg,stimuli/objects/057b.jpg,stimuli/scenes/101b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/101a.jpg,dist2,lure,dist1,target
