Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
ÜVEG UTCA,stimuli/scenes/065a.jpg,scene,2,stimuli/objects/050a.jpg,stimuli/objects/050a.jpg,stimuli/objects/050b.jpg,stimuli/objects/015b.jpg,stimuli/objects/015a.jpg,target,lure,dist2,dist1
TIGRIS UTCA,stimuli/objects/067a.jpg,object,2,stimuli/scenes/106a.jpg,stimuli/objects/064a.jpg,stimuli/scenes/106b.jpg,stimuli/objects/064b.jpg,stimuli/scenes/106a.jpg,dist1,lure,dist2,target
KERET UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,target,lure,dist2,dist1
ECSET UTCA,stimuli/scenes/098a.jpg,scene,0,stimuli/scenes/098a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/098b.jpg,stimuli/scenes/082a.jpg,stimuli/scenes/098a.jpg,dist2,lure,dist1,target
TELEFON UTCA,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/objects/084b.jpg,stimuli/objects/072a.jpg,stimuli/objects/084a.jpg,stimuli/objects/072b.jpg,dist2,target,dist1,lure
LÉPCSŐ UTCA,stimuli/objects/009a.jpg,object,0,stimuli/objects/009a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/009b.jpg,stimuli/objects/009a.jpg,stimuli/scenes/098a.jpg,dist2,lure,target,dist1
MOGYORÓ UTCA,stimuli/objects/094a.jpg,object,0,stimuli/objects/094a.jpg,stimuli/objects/094a.jpg,stimuli/objects/094b.jpg,stimuli/scenes/027b.jpg,stimuli/scenes/027a.jpg,target,lure,dist2,dist1
VÁSÁR UTCA,stimuli/objects/004a.jpg,object,1,stimuli/objects/024a.jpg,stimuli/objects/043b.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/objects/043a.jpg,dist2,target,lure,dist1
HARCSA UTCA,stimuli/objects/026a.jpg,object,1,stimuli/objects/089a.jpg,stimuli/objects/098a.jpg,stimuli/objects/098b.jpg,stimuli/objects/089a.jpg,stimuli/objects/089b.jpg,dist1,dist2,target,lure
MARTINI UTCA,stimuli/scenes/077a.jpg,scene,0,stimuli/scenes/077a.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/010a.jpg,target,dist2,lure,dist1
KOCSI UTCA,stimuli/scenes/022a.jpg,scene,1,stimuli/scenes/071a.jpg,stimuli/objects/089b.jpg,stimuli/objects/089a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,dist2,dist1,target,lure
LEVÉL UTCA,stimuli/objects/005a.jpg,object,2,stimuli/scenes/052a.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/026a.jpg,target,dist2,lure,dist1
FÉSZEK UTCA,stimuli/scenes/107a.jpg,scene,2,stimuli/objects/020a.jpg,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/047a.jpg,target,lure,dist2,dist1
FÜZET UTCA,stimuli/objects/042a.jpg,object,0,stimuli/objects/042a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/objects/042b.jpg,stimuli/objects/042a.jpg,dist1,dist2,lure,target
SZALVÉTA UTCA,stimuli/objects/018a.jpg,object,2,stimuli/scenes/014a.jpg,stimuli/scenes/014b.jpg,stimuli/scenes/014a.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/043b.jpg,lure,target,dist1,dist2
SÜTEMÉNY UTCA,stimuli/scenes/072a.jpg,scene,2,stimuli/objects/025a.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/031b.jpg,stimuli/objects/031a.jpg,target,lure,dist2,dist1
KULLANCS UTCA,stimuli/objects/056a.jpg,object,2,stimuli/scenes/116a.jpg,stimuli/scenes/039a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/039b.jpg,stimuli/scenes/116b.jpg,dist1,target,dist2,lure
LIGET UTCA,stimuli/objects/113a.jpg,object,0,stimuli/objects/113a.jpg,stimuli/scenes/091b.jpg,stimuli/objects/113a.jpg,stimuli/objects/113b.jpg,stimuli/scenes/091a.jpg,dist2,target,lure,dist1
PÁFRÁNY UTCA,stimuli/objects/116a.jpg,object,0,stimuli/objects/116a.jpg,stimuli/objects/116a.jpg,stimuli/objects/091b.jpg,stimuli/objects/091a.jpg,stimuli/objects/116b.jpg,target,dist2,dist1,lure
PAPAGÁJ UTCA,stimuli/objects/035a.jpg,object,2,stimuli/scenes/096a.jpg,stimuli/scenes/096a.jpg,stimuli/objects/087b.jpg,stimuli/scenes/096b.jpg,stimuli/objects/087a.jpg,target,dist2,lure,dist1
HEGEDŰ UTCA,stimuli/scenes/110a.jpg,scene,0,stimuli/scenes/110a.jpg,stimuli/scenes/110a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/110b.jpg,stimuli/objects/073a.jpg,target,dist2,lure,dist1
KÖTÉL UTCA,stimuli/scenes/030a.jpg,scene,1,stimuli/scenes/100a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/106b.jpg,stimuli/objects/106a.jpg,target,lure,dist2,dist1
TOLLTARTÓ UTCA,stimuli/objects/041a.jpg,object,0,stimuli/objects/041a.jpg,stimuli/objects/100b.jpg,stimuli/objects/100a.jpg,stimuli/objects/041a.jpg,stimuli/objects/041b.jpg,dist2,dist1,target,lure
TERASZ UTCA,stimuli/objects/039a.jpg,object,1,stimuli/objects/098a.jpg,stimuli/objects/098b.jpg,stimuli/scenes/113a.jpg,stimuli/objects/098a.jpg,stimuli/scenes/113b.jpg,lure,dist1,target,dist2
TÜKÖR UTCA,stimuli/objects/069a.jpg,object,2,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/060b.jpg,stimuli/scenes/060a.jpg,stimuli/scenes/026a.jpg,lure,dist2,dist1,target
SZAPPAN UTCA,stimuli/objects/100a.jpg,object,0,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,stimuli/scenes/077b.jpg,stimuli/objects/100a.jpg,stimuli/scenes/077a.jpg,lure,dist2,target,dist1
KESELYŰ UTCA,stimuli/objects/036a.jpg,object,2,stimuli/scenes/017a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/017b.jpg,dist2,dist1,target,lure
KIRAKÓ UTCA,stimuli/scenes/004a.jpg,scene,2,stimuli/objects/071a.jpg,stimuli/objects/071b.jpg,stimuli/scenes/014b.jpg,stimuli/objects/071a.jpg,stimuli/scenes/014a.jpg,lure,dist2,target,dist1
VIHAR UTCA,stimuli/objects/084a.jpg,object,0,stimuli/objects/084a.jpg,stimuli/objects/084a.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/067b.jpg,stimuli/objects/084b.jpg,target,dist1,dist2,lure
KOCKA UTCA,stimuli/objects/003a.jpg,object,1,stimuli/objects/052a.jpg,stimuli/objects/052a.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,stimuli/objects/052b.jpg,target,dist2,dist1,lure
RÓZSA UTCA,stimuli/scenes/037a.jpg,scene,2,stimuli/objects/051a.jpg,stimuli/objects/051a.jpg,stimuli/scenes/017b.jpg,stimuli/scenes/017a.jpg,stimuli/objects/051b.jpg,target,dist2,dist1,lure
SÜTŐ UTCA,stimuli/objects/044a.jpg,object,1,stimuli/objects/118a.jpg,stimuli/objects/118b.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/objects/118a.jpg,lure,dist2,dist1,target
DOMINÓ UTCA,stimuli/scenes/053a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,dist1,dist2,target,lure
EGÉR UTCA,stimuli/scenes/056a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/003a.jpg,dist1,lure,dist2,target
KÓKUSZ UTCA,stimuli/scenes/020a.jpg,scene,1,stimuli/scenes/074a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/074a.jpg,dist1,dist2,lure,target
POGÁCSA UTCA,stimuli/objects/013a.jpg,object,2,stimuli/scenes/043a.jpg,stimuli/objects/068a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/043b.jpg,dist1,dist2,target,lure
PIZSAMA UTCA,stimuli/objects/016a.jpg,object,2,stimuli/scenes/006a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/006a.jpg,lure,dist1,dist2,target
FÉNYKÉP UTCA,stimuli/objects/058a.jpg,object,1,stimuli/objects/048a.jpg,stimuli/objects/048a.jpg,stimuli/objects/034b.jpg,stimuli/objects/048b.jpg,stimuli/objects/034a.jpg,target,dist2,lure,dist1
LÁNDZSA UTCA,stimuli/objects/054a.jpg,object,1,stimuli/objects/034a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/034a.jpg,stimuli/objects/034b.jpg,stimuli/scenes/003a.jpg,dist2,target,lure,dist1
MUSTÁR UTCA,stimuli/scenes/102a.jpg,scene,1,stimuli/scenes/011a.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/074a.jpg,dist2,target,lure,dist1
LABDA UTCA,stimuli/scenes/070a.jpg,scene,2,stimuli/objects/064a.jpg,stimuli/objects/060b.jpg,stimuli/objects/060a.jpg,stimuli/objects/064b.jpg,stimuli/objects/064a.jpg,dist2,dist1,lure,target
HORDÓ UTCA,stimuli/scenes/001a.jpg,scene,2,stimuli/objects/068a.jpg,stimuli/scenes/052a.jpg,stimuli/objects/068a.jpg,stimuli/scenes/052b.jpg,stimuli/objects/068b.jpg,dist1,target,dist2,lure
SAJTÓ UTCA,stimuli/scenes/090a.jpg,scene,0,stimuli/scenes/090a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,stimuli/objects/009b.jpg,stimuli/objects/009a.jpg,target,lure,dist2,dist1
KORONG UTCA,stimuli/objects/103a.jpg,object,1,stimuli/objects/070a.jpg,stimuli/objects/070a.jpg,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/070b.jpg,target,dist1,dist2,lure
MANDARIN UTCA,stimuli/scenes/013a.jpg,scene,2,stimuli/objects/099a.jpg,stimuli/objects/099a.jpg,stimuli/objects/025a.jpg,stimuli/objects/099b.jpg,stimuli/objects/025b.jpg,target,dist1,lure,dist2
TULIPÁN UTCA,stimuli/scenes/092a.jpg,scene,2,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/060a.jpg,stimuli/objects/093b.jpg,stimuli/objects/093a.jpg,lure,target,dist2,dist1
FOLYÓ UTCA,stimuli/objects/117a.jpg,object,2,stimuli/scenes/060a.jpg,stimuli/scenes/060b.jpg,stimuli/scenes/060a.jpg,stimuli/objects/099a.jpg,stimuli/objects/099b.jpg,lure,target,dist1,dist2
SZOMSZÉD UTCA,stimuli/objects/107a.jpg,object,1,stimuli/objects/037a.jpg,stimuli/objects/037a.jpg,stimuli/objects/037b.jpg,stimuli/scenes/031b.jpg,stimuli/scenes/031a.jpg,target,lure,dist2,dist1
PÁRNA UTCA,stimuli/scenes/024a.jpg,scene,1,stimuli/scenes/094a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/094b.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,target,lure,dist1,dist2
TÁNYÉR UTCA,stimuli/scenes/067a.jpg,scene,0,stimuli/scenes/067a.jpg,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,dist1,dist2,lure,target
BOHÓC UTCA,stimuli/objects/085a.jpg,object,0,stimuli/objects/085a.jpg,stimuli/objects/113b.jpg,stimuli/objects/113a.jpg,stimuli/objects/085b.jpg,stimuli/objects/085a.jpg,dist2,dist1,lure,target
RÁDIÓ UTCA,stimuli/objects/096a.jpg,object,2,stimuli/scenes/081a.jpg,stimuli/objects/086a.jpg,stimuli/scenes/081b.jpg,stimuli/objects/086b.jpg,stimuli/scenes/081a.jpg,dist1,lure,dist2,target
HENTES UTCA,stimuli/scenes/046a.jpg,scene,0,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/032a.jpg,stimuli/scenes/032b.jpg,lure,target,dist1,dist2
KÖNYVTÁR UTCA,stimuli/scenes/033a.jpg,scene,1,stimuli/scenes/097a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/094b.jpg,stimuli/scenes/094a.jpg,target,lure,dist2,dist1
TRIATLON UTCA,stimuli/objects/006a.jpg,object,1,stimuli/objects/043a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,lure,target,dist1,dist2
BÚJÓCSKA UTCA,stimuli/scenes/029a.jpg,scene,2,stimuli/objects/093a.jpg,stimuli/objects/093a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/106a.jpg,stimuli/objects/093b.jpg,target,dist2,dist1,lure
ZEBRA UTCA,stimuli/objects/090a.jpg,object,1,stimuli/objects/075a.jpg,stimuli/scenes/066b.jpg,stimuli/objects/075a.jpg,stimuli/scenes/066a.jpg,stimuli/objects/075b.jpg,dist2,target,dist1,lure
CITROM UTCA,stimuli/scenes/041a.jpg,scene,1,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/052b.jpg,stimuli/objects/052a.jpg,stimuli/scenes/035a.jpg,lure,dist2,dist1,target
TELEP UTCA,stimuli/objects/073a.jpg,object,0,stimuli/objects/073a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,dist1,dist2,target,lure
PALACK UTCA,stimuli/scenes/082a.jpg,scene,0,stimuli/scenes/082a.jpg,stimuli/objects/041b.jpg,stimuli/objects/041a.jpg,stimuli/scenes/082a.jpg,stimuli/scenes/082b.jpg,dist2,dist1,target,lure
SZOBOR UTCA,stimuli/scenes/114a.jpg,scene,1,stimuli/scenes/113a.jpg,stimuli/scenes/113a.jpg,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/scenes/113b.jpg,target,dist1,dist2,lure
LEGELŐ UTCA,stimuli/objects/002a.jpg,object,1,stimuli/objects/106a.jpg,stimuli/objects/106a.jpg,stimuli/scenes/051b.jpg,stimuli/objects/106b.jpg,stimuli/scenes/051a.jpg,target,dist2,lure,dist1
TOJÁS UTCA,stimuli/scenes/027a.jpg,scene,0,stimuli/scenes/027a.jpg,stimuli/scenes/025b.jpg,stimuli/scenes/027a.jpg,stimuli/scenes/027b.jpg,stimuli/scenes/025a.jpg,dist2,target,lure,dist1
ÁLOM UTCA,stimuli/scenes/119a.jpg,scene,2,stimuli/objects/087a.jpg,stimuli/scenes/081b.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/scenes/081a.jpg,dist2,lure,target,dist1
CUKOR UTCA,stimuli/scenes/088a.jpg,scene,2,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/objects/071a.jpg,stimuli/objects/015a.jpg,stimuli/objects/071b.jpg,lure,dist1,target,dist2
LEMEZ UTCA,stimuli/objects/032a.jpg,object,2,stimuli/scenes/047a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/047a.jpg,stimuli/objects/050a.jpg,stimuli/objects/050b.jpg,lure,target,dist1,dist2
TÁSKA UTCA,stimuli/scenes/091a.jpg,scene,0,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,lure,target,dist2,dist1
KATONA UTCA,stimuli/objects/091a.jpg,object,0,stimuli/objects/091a.jpg,stimuli/objects/091a.jpg,stimuli/objects/091b.jpg,stimuli/objects/085a.jpg,stimuli/objects/085b.jpg,target,lure,dist1,dist2
ZONGORA UTCA,stimuli/scenes/015a.jpg,scene,1,stimuli/scenes/069a.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/071a.jpg,target,dist2,lure,dist1
KÁRTYA UTCA,stimuli/scenes/032a.jpg,scene,0,stimuli/scenes/032a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,dist1,dist2,lure,target
